province,latitude,longitude,rainfall,soil_ph,crop,yield,year
East Java,-8.1187,112.1333,2843,6.02,Corn,4.04,2023
West Sumatra,0.241,99.4798,2316,4.8,Cinnamon,0.64,2024
West Sulawesi,-3.3817,119.0561,2536,6.47,Coconut,3.24,2018
Jambi,-1.4607,102.8153,2152,5.31,Rice,3.96,2023
Central Kalimantan,-3.3112,112.5628,2756,5.76,Rice,4.25,2024
Jakarta Special Capital Region,-6.1632,106.8741,1529,6.31,Urban Vegetables,4.02,2017
Banten,-6.3639,106.0283,1779,5.49,Rice,4.71,2021
Papua,-2.514,137.5315,3526,5.45,Cassava,10.44,2020
Riau,0.3849,101.4393,2524,4.5,Palm Oil,3.53,2024
West Nusa Tenggara,-8.5673,116.485,1925,5.69,Rice,4.39,2016
South Sulawesi,-3.3453,120.3695,1942,6.27,Cashew,0.93,2023
East Nusa Tenggara,-8.3712,123.4838,1445,6.2,Corn,4.23,2015
Gorontalo,0.6749,123.0289,2543,6.6,Soybeans,2.09,2024
Gorontalo,0.9121,122.6757,2240,5.45,Rice,5.06,2023
Bangka-Belitung Islands,-2.6429,105.9239,1902,4.96,Rubber,0.86,2020
West Sulawesi,-2.3995,119.6631,2160,5.66,Rice,5.15,2018
West Nusa Tenggara,-8.5394,116.465,1826,5.47,Rice,4.7,2024
Bali,-8.5006,115.2172,2147,5.61,Fruit,3.95,2018
Papua,-3.5338,139.9627,3412,5.59,Rice,4.84,2015
Special Region of Yogyakarta,-7.8081,110.6225,2643,6.03,Rice,4.59,2019
Riau,0.5232,101.1296,2367,5.14,Palm Oil,3.36,2015
West Sumatra,-1.1749,101.0873,2860,5.26,Rice,4.47,2023
East Nusa Tenggara,-9.7038,120.4035,1442,5.46,Cocoa,1.81,2015
West Sumatra,0.1372,100.0989,2751,5.63,Rice,4.8,2016
Bengkulu,-2.908,101.7963,2433,5.04,Coffee,1.5,2020
Central Sulawesi,-0.8442,122.6207,2327,5.39,Cocoa,1.81,2019
West Java,-7.5744,108.4003,3100,6.13,Rice,5.07,2022
West Papua,-0.6103,132.6851,3421,5.92,Cassava,10.21,2016
Lampung,-5.5385,105.4602,1808,6.5,Sugarcane,6.06,2023
East Kalimantan,0.085,116.8478,2953,4.84,Rubber,0.92,2022
Maluku,-5.7501,134.4248,3051,6.18,Coconut,4.03,2021
South Kalimantan,-3.5876,115.5343,3025,5.64,Rice,5.13,2017
Bali,-8.2986,115.1633,2038,6.14,Rice,4.4,2017
Bengkulu,-3.183,102.2814,2260,5.65,Coffee,1.65,2022
Special Region of Yogyakarta,-7.6555,110.2562,2654,6.96,Soybeans,2.35,2019
Papua,-7.4084,140.2948,3464,5.82,Sweet Potato,14.25,2015
Special Region of Yogyakarta,-7.9906,110.5885,2992,6.28,Soybeans,2.17,2024
Central Sulawesi,-2.5656,121.8088,2710,5.47,Cocoa,1.64,2021
Central Sulawesi,-1.8188,120.868,2369,5.21,Rice,4.76,2015
Gorontalo,0.7077,122.1113,2296,6.03,Cashew,0.94,2015
South Sumatra,-2.389,103.6445,2433,5.73,Rubber,0.84,2015
Jakarta Special Capital Region,-6.1733,106.7589,1633,6.34,Urban Vegetables,4.72,2023
Lampung,-4.5323,105.895,2153,5.97,Rice,4.34,2017
Southeast Sulawesi,-4.43,121.603,2199,5.5,Cashew,0.86,2016
Aceh,4.9419,96.0526,2468,5.3,Rice,4.39,2017
Jambi,-2.0474,102.1391,2339,5.69,Rice,4.62,2022
East Kalimantan,0.1749,116.9805,2841,5.91,Rice,5.41,2024
Jambi,-2.4358,101.7121,2468,4.61,Rubber,0.97,2020
Papua,-2.5586,139.8669,3080,5.38,Cassava,7.72,2023
West Papua,-2.2547,133.8267,3442,5.3,Rice,4.63,2023
Jakarta Special Capital Region,-6.1536,106.8975,1439,5.5,Fruit,3.45,2022
Aceh,3.133,97.7346,2451,5.65,Rice,5.3,2021
Central Java,-7.1026,110.5677,2837,6.18,Rice,5.12,2020
West Papua,-3.7114,134.5973,3282,5.87,Rice,4.76,2022
West Sumatra,-0.7818,100.5883,2679,4.81,Cinnamon,0.81,2023
Banten,-6.5469,106.1547,1852,6.17,Corn,4.59,2023
Special Region of Yogyakarta,-8.0144,110.6309,2759,6.03,Corn,4.11,2017
Bali,-8.2353,115.3363,2097,5.93,Fruit,4.36,2015
Southeast Sulawesi,-5.5331,123.7776,2197,5.0,Cocoa,1.68,2018
Bali,-8.1979,114.7506,2094,5.84,Rice,4.69,2018
Maluku,-3.4294,130.141,3006,6.9,Coconut,3.92,2015
Gorontalo,0.7922,123.1779,2444,6.2,Soybeans,2.21,2021
South Kalimantan,-3.2792,115.6192,2938,5.72,Rice,5.3,2021
Bangka-Belitung Islands,-2.9323,106.5006,2160,4.5,Rubber,0.88,2022
South Kalimantan,-2.264,115.7756,2839,4.76,Rubber,0.91,2017
West Sumatra,-0.6299,100.1603,2955,4.88,Cinnamon,0.7,2017
Maluku,-6.1756,134.5243,2961,5.62,Cloves,1.01,2018
Bangka-Belitung Islands,-1.6923,105.3632,2174,5.5,Pepper,1.21,2021
Aceh,5.0533,96.9613,2465,5.3,Rice,4.47,2022
Riau,0.352,100.6646,2251,4.94,Rubber,0.83,2017
North Kalimantan,2.6288,115.3769,2663,5.7,Rice,5.42,2016
Jakarta Special Capital Region,-6.2303,106.7577,1463,6.4,Urban Vegetables,4.24,2024
Central Java,-7.7559,109.5857,2770,5.68,Rice,4.67,2023
Southeast Sulawesi,-3.852,121.4684,2180,5.56,Cashew,0.98,2019
Maluku,-3.1629,126.4192,3091,5.19,Cloves,0.87,2019
East Java,-8.33,113.4354,2308,6.33,Corn,4.59,2024
North Sulawesi,0.7265,123.7637,2788,5.92,Cashew,0.84,2021
West Kalimantan,-2.1685,110.4196,3384,5.07,Palm Oil,3.68,2016
Southeast Sulawesi,-4.4354,121.9451,1780,5.8,Cocoa,1.51,2018
South Sulawesi,-4.4269,119.7476,2610,6.66,Corn,3.25,2016
East Kalimantan,-0.4214,115.9939,2722,4.76,Rubber,0.95,2022
West Nusa Tenggara,-8.3156,118.9364,1556,5.5,Corn,4.1,2023
Jambi,-2.157,103.3211,2338,5.78,Rice,5.17,2024
North Kalimantan,2.917,117.3592,2671,5.82,Rice,5.06,2016
Bali,-8.259,114.8799,2366,5.55,Coffee,1.28,2023
Jambi,-0.8755,102.9392,2807,6.1,Coffee,1.25,2020
West Sulawesi,-3.4431,119.2886,2173,6.23,Coconut,3.95,2017
East Kalimantan,1.1347,114.0797,2939,5.61,Rice,4.53,2017
Bengkulu,-2.6457,101.2162,2048,5.03,Cinnamon,0.67,2022
Lampung,-4.5126,104.9175,2243,6.3,Sugarcane,6.87,2020
Bali,-8.8386,115.1696,1838,5.3,Rice,4.0,2023
Jambi,-1.8203,102.605,2421,4.95,Rubber,1.01,2018
Papua,-3.9405,138.0476,3521,5.42,Sago,11.31,2022
Central Kalimantan,-1.1857,112.7817,3146,5.62,Palm Oil,3.57,2017
East Kalimantan,-0.9162,116.9725,2581,4.97,Palm Oil,3.78,2024
Banten,-6.2781,106.3162,2111,5.53,Rice,4.68,2022
Bali,-8.2431,114.8203,2406,5.88,Rice,4.33,2015
South Sulawesi,-2.3654,120.2129,2549,5.36,Cocoa,1.48,2021
South Sumatra,-3.9963,103.2766,2412,4.95,Rubber,0.91,2019
Central Sulawesi,0.6172,120.5019,2402,5.52,Cocoa,2.04,2020
Central Kalimantan,-0.1885,115.2252,3307,5.31,Palm Oil,3.56,2023
Southeast Sulawesi,-5.3631,122.8898,2083,5.91,Cocoa,1.66,2015
Jambi,-2.5581,102.3837,1961,5.17,Rice,3.56,2018
South Sumatra,-3.3647,104.4881,2296,4.9,Palm Oil,4.18,2022
Special Region of Yogyakarta,-7.9219,110.3536,2821,6.52,Soybeans,2.4,2015
North Sumatra,2.1991,100.297,2854,4.61,Palm Oil,3.79,2023
Riau,1.4719,100.7987,2714,5.45,Palm Oil,3.46,2017
Papua,-4.5267,140.3071,3834,6.46,Sweet Potato,11.84,2022
Banten,-6.6198,106.3122,2048,6.18,Corn,4.32,2018
Maluku,-6.7518,134.3952,2695,5.44,Rice,4.59,2018
West Papua,-3.9324,134.2071,3456,5.45,Sago,11.67,2021
East Kalimantan,-0.4944,115.8436,2657,5.31,Palm Oil,3.82,2024
Central Kalimantan,-2.4382,111.9501,2999,5.18,Palm Oil,3.95,2016
Lampung,-5.4127,105.403,2049,6.28,Sugarcane,6.46,2017
North Sumatra,1.934,99.5126,2714,4.59,Palm Oil,3.48,2018
Central Kalimantan,-2.4636,111.5228,2950,5.53,Rice,4.97,2019
North Sulawesi,0.4038,123.7245,2366,6.23,Coconut,4.06,2023
Bali,-8.449,115.0862,2228,5.76,Rice,5.19,2021
West Sumatra,-0.1045,99.7625,2899,5.87,Rice,4.18,2016
West Kalimantan,1.3862,112.7787,3140,5.09,Palm Oil,3.76,2016
Riau,1.6451,100.783,2602,6.27,Coconut,3.64,2023
Central Java,-7.0325,110.7029,3079,6.6,Corn,3.73,2016
Riau,-0.3771,103.5468,2491,5.07,Palm Oil,3.61,2018
South Sumatra,-4.1757,104.4779,2314,5.27,Rubber,0.92,2021
North Kalimantan,2.2171,115.589,2882,5.11,Palm Oil,3.57,2021
Bangka-Belitung Islands,-2.5267,106.5903,1849,5.7,Pepper,0.93,2015
West Java,-6.5422,107.7967,3054,5.84,Rice,4.64,2016
East Nusa Tenggara,-10.0714,120.5323,1090,5.06,Cassava,8.62,2024
Jambi,-1.8063,103.249,2526,5.35,Rice,4.31,2016
Riau Islands,1.0289,104.3233,2720,6.14,Coconut,3.75,2020
Jakarta Special Capital Region,-6.3561,106.9008,2051,5.59,Fruit,3.74,2020
Riau,-0.3308,102.8115,2314,4.66,Rubber,0.78,2024
Bangka-Belitung Islands,-2.9055,107.4464,2040,4.68,Rubber,0.97,2024
North Sumatra,4.0505,98.3799,2716,5.0,Palm Oil,4.16,2022
West Java,-6.0122,107.0165,2959,5.66,Rice,4.93,2022
West Nusa Tenggara,-8.5766,116.8583,1458,6.32,Corn,3.77,2016
Jakarta Special Capital Region,-6.1108,106.8021,1782,6.78,Urban Vegetables,5.18,2019
East Java,-8.1725,111.8916,2306,5.14,Rice,4.37,2022
Jakarta Special Capital Region,-6.2724,106.8855,1923,5.9,Fruit,3.72,2019
Gorontalo,0.6686,121.9737,2098,5.74,Corn,3.96,2016
Gorontalo,0.6297,122.617,2607,6.07,Rice,4.48,2017
South Sulawesi,-5.2885,120.2199,1702,5.61,Cashew,0.75,2020
Special Region of Yogyakarta,-7.9058,110.579,3032,6.34,Soybeans,2.2,2017
Aceh,3.7854,96.6445,2361,5.72,Corn,3.83,2024
South Sulawesi,-1.9779,120.3751,1975,5.0,Cocoa,1.43,2018
South Sumatra,-2.7179,104.792,2410,4.5,Rubber,0.88,2019
Central Sulawesi,-0.8415,122.6997,2439,6.22,Corn,4.62,2021
West Nusa Tenggara,-8.2827,118.0762,1509,5.72,Corn,4.02,2020
Papua,-4.6236,138.4556,3842,5.62,Cassava,8.19,2017
South Sulawesi,-2.655,119.7827,1996,5.41,Cocoa,1.72,2024
Central Java,-6.9066,109.7959,3035,5.76,Rice,4.94,2022
West Java,-6.8774,108.7348,2819,5.6,Rice,4.48,2018
South Sumatra,-3.949,104.562,2257,5.14,Palm Oil,3.92,2016
Aceh,4.2571,96.6474,2687,5.09,Coffee,1.41,2019
Bengkulu,-4.6915,103.4197,2001,5.75,Rice,4.42,2016
North Maluku,-0.3818,127.9478,2701,5.66,Nutmeg,0.87,2018
North Sumatra,0.752,99.2568,2406,4.91,Rubber,0.86,2022
West Nusa Tenggara,-8.5724,116.88,1789,6.6,Soybeans,2.33,2017
Papua,-7.8348,137.9827,3613,5.21,Sago,11.69,2015
Lampung,-5.5419,104.3635,2235,5.11,Coffee,1.43,2020
South Sulawesi,-2.7735,120.3772,2307,5.1,Rice,4.25,2018
North Sumatra,1.9197,98.7229,2632,4.84,Rubber,0.84,2016
East Kalimantan,2.0042,117.505,2956,5.13,Rubber,0.89,2020
South Sulawesi,-2.7177,121.3724,2197,5.82,Corn,4.81,2017
Banten,-6.6614,106.1648,1940,5.37,Rice,4.96,2018
Lampung,-5.6154,105.5157,2036,5.1,Coffee,1.47,2022
West Sumatra,-0.9474,100.7016,2965,5.1,Rice,4.1,2018
North Sumatra,2.4064,99.107,2598,5.9,Rice,4.63,2022
South Sumatra,-2.8036,103.3123,2112,4.61,Rubber,0.98,2020
Bengkulu,-3.5834,102.202,2343,5.46,Coffee,1.47,2018
South Sumatra,-4.2325,104.0944,1972,5.02,Rice,4.25,2023
East Java,-7.8694,112.506,3044,5.59,Rice,4.35,2023
Central Kalimantan,-2.4176,111.3066,2599,6.04,Rice,3.73,2023
West Papua,-2.9167,132.7161,3622,5.5,Rice,5.02,2016
Jambi,-1.9674,101.4445,2213,5.35,Rubber,0.99,2017
West Sulawesi,-2.0326,119.2722,2150,5.0,Rice,4.9,2020
West Sulawesi,-1.8386,119.5141,2517,5.17,Rice,3.68,2024
Aceh,4.8669,97.3096,2769,5.73,Rice,4.37,2023
Jambi,-1.7094,102.5933,2169,5.16,Rubber,0.98,2023
Southeast Sulawesi,-4.6105,122.8583,1969,5.5,Cashew,0.88,2016
Jambi,-1.8253,101.314,2315,5.82,Coffee,1.4,2016
West Papua,-2.8481,132.7387,3387,5.23,Cassava,9.96,2024
West Sumatra,-0.3854,100.3538,2928,4.78,Tea,1.88,2020
West Kalimantan,-1.0414,110.3459,3031,5.42,Rubber,0.99,2017
West Sumatra,0.1935,100.3197,2739,4.5,Cinnamon,0.84,2020
Special Region of Yogyakarta,-7.6889,110.1861,2779,5.8,Rice,4.52,2022
West Kalimantan,-2.8522,110.3453,3184,5.34,Palm Oil,4.36,2024
Jambi,-1.5019,101.9964,2225,5.4,Rice,4.57,2024
West Papua,-4.0304,134.8265,3186,6.08,Sweet Potato,13.4,2017
East Nusa Tenggara,-9.5579,119.0428,1740,5.05,Cocoa,1.37,2018
Banten,-5.9893,106.0549,1788,5.89,Coconut,3.3,2023
Special Region of Yogyakarta,-7.9401,110.5238,2725,6.17,Soybeans,2.43,2016
Bangka-Belitung Islands,-1.8058,105.7181,2184,5.9,Rice,4.55,2017
Central Sulawesi,-1.5047,119.9337,2476,5.0,Cocoa,1.79,2023
East Kalimantan,0.7011,115.2793,2999,5.93,Rice,5.03,2020
Special Region of Yogyakarta,-8.1746,110.6726,2854,5.77,Rice,4.71,2024
Bangka-Belitung Islands,-2.0238,106.0702,2144,5.96,Rice,4.69,2017
Papua,-3.437,135.6305,3979,4.84,Sago,10.18,2021
Bengkulu,-3.3307,102.0576,2495,5.37,Coffee,1.23,2022
Central Sulawesi,-0.6241,123.1807,2374,5.79,Corn,4.07,2015
Papua,-2.8472,139.0334,3543,4.85,Sago,11.98,2020
Central Kalimantan,-0.8492,113.8995,2907,5.42,Rice,4.21,2015
West Sulawesi,-1.0319,119.5694,2070,5.93,Coconut,3.7,2024
Central Kalimantan,-0.9231,113.4874,3019,4.71,Rubber,1.04,2018
Bangka-Belitung Islands,-2.3861,106.0429,1810,5.96,Pepper,1.06,2018
West Nusa Tenggara,-8.6215,119.1317,1640,5.87,Rice,4.73,2019
Bangka-Belitung Islands,-2.6919,106.6277,2135,5.63,Rice,4.64,2021
South Sumatra,-3.2582,104.6662,2482,5.66,Rice,4.17,2015
Riau,1.7953,100.7622,2485,5.36,Palm Oil,3.51,2018
North Kalimantan,3.3315,116.6237,2786,5.03,Rubber,1.0,2023
Bali,-8.7376,115.577,2372,5.62,Rice,4.27,2022
Papua,-3.7828,136.3012,3606,5.18,Sago,11.74,2019
North Sumatra,0.6605,99.5906,2613,5.27,Palm Oil,3.37,2015
Central Sulawesi,-0.3008,119.7987,2639,5.18,Cocoa,1.43,2024
Papua,-3.1726,134.8487,3606,5.87,Sweet Potato,15.78,2019
Papua,-4.9014,138.0259,3666,5.39,Sago,12.84,2019
West Papua,-0.6836,132.5145,3616,5.03,Sago,10.58,2021
East Kalimantan,0.7672,116.0918,2864,5.35,Rubber,0.99,2017
Bangka-Belitung Islands,-3.1698,108.1158,1868,5.4,Rice,4.59,2023
Gorontalo,0.7405,121.5849,1867,6.39,Corn,3.47,2015
South Kalimantan,-3.5303,114.7881,3032,5.37,Palm Oil,4.18,2020
South Sumatra,-3.2296,106.0378,2120,5.14,Rubber,1.01,2019
Bangka-Belitung Islands,-1.9074,105.4722,2384,5.67,Rubber,0.89,2015
Central Sulawesi,0.545,120.9508,2394,6.19,Corn,4.45,2017
North Sulawesi,0.3711,123.6854,2722,5.5,Cashew,0.84,2018
Central Sulawesi,-1.2482,121.5824,2335,6.1,Rice,4.94,2016
East Nusa Tenggara,-8.7409,122.3577,1545,5.81,Rice,4.53,2016
West Sulawesi,-2.6144,119.221,1868,6.09,Coconut,3.19,2023
Central Java,-6.8908,109.7589,2673,6.27,Corn,4.56,2023
North Kalimantan,3.3123,116.5459,2538,4.9,Rubber,0.9,2017
Maluku,-6.2677,134.3407,2587,5.82,Cloves,0.74,2016
West Kalimantan,1.1677,113.0193,3115,5.68,Rice,5.09,2021
South Kalimantan,-2.9555,114.9016,2899,4.91,Rubber,0.95,2016
Aceh,3.281,97.6876,2218,5.55,Corn,3.61,2023
South Sulawesi,-2.4498,120.3368,2055,5.86,Rice,4.16,2015
South Sumatra,-3.2947,104.9225,1980,5.87,Rice,4.15,2023
Aceh,4.0742,96.6192,2685,5.64,Rice,5.1,2022
Jakarta Special Capital Region,-6.113,106.9495,1776,6.7,Urban Vegetables,4.66,2020
Banten,-6.814,106.1683,1876,5.79,Corn,3.82,2024
Special Region of Yogyakarta,-7.9472,110.1977,2733,6.42,Corn,4.86,2019
North Kalimantan,3.2061,115.9943,2827,5.55,Rice,4.84,2018
Gorontalo,0.5765,121.3489,2193,5.94,Cashew,1.04,2020
West Papua,-3.7129,134.6823,3628,5.22,Cassava,10.14,2023
Gorontalo,0.6849,121.8573,1982,5.54,Rice,4.02,2018
North Kalimantan,3.705,117.3011,2824,5.73,Rubber,0.94,2018
West Java,-7.2496,107.6076,2760,5.57,Coffee,1.49,2020
West Papua,-1.5848,133.7019,3422,5.58,Sago,10.98,2019
Central Java,-7.4632,109.4111,2787,5.41,Rice,5.48,2022
East Nusa Tenggara,-9.3453,124.5375,1431,4.98,Cassava,8.7,2023
South Kalimantan,-2.6209,115.9268,2655,4.88,Rubber,0.92,2020
West Nusa Tenggara,-8.4884,117.0465,2146,5.67,Rice,3.96,2019
West Sumatra,-0.1195,100.6747,2691,5.28,Rice,4.83,2023
Central Java,-7.6577,109.0866,2858,5.81,Rice,4.9,2017
West Sumatra,-1.3247,100.8807,2758,5.78,Rice,4.51,2015
East Nusa Tenggara,-9.9623,120.0585,1523,6.01,Corn,4.26,2020
Central Java,-7.3311,109.4683,2595,5.49,Rice,4.76,2023
South Sumatra,-2.7506,104.169,1804,5.76,Rubber,0.77,2017
North Kalimantan,3.8584,117.6699,2872,5.5,Rice,4.53,2015
Jambi,-1.7637,101.4294,2343,5.01,Rubber,1.0,2016
Gorontalo,0.6062,121.7127,2608,5.5,Cashew,0.8,2020
Southeast Sulawesi,-3.1921,122.0705,2122,5.47,Rice,5.3,2020
Aceh,5.3093,95.67,2665,5.57,Rice,4.64,2018
South Sulawesi,-4.669,119.6502,1848,5.72,Cashew,0.85,2019
East Java,-7.0761,112.3981,2305,5.77,Rice,4.61,2015
West Sulawesi,-3.0384,119.0094,2486,5.0,Cocoa,1.65,2020
North Sulawesi,3.4728,125.7064,2339,5.48,Rice,4.96,2017
East Kalimantan,-1.9553,115.8317,2723,5.91,Rice,4.57,2018
Gorontalo,0.8462,122.2524,2245,5.77,Cashew,1.08,2022
Lampung,-5.4386,104.7233,1874,6.47,Sugarcane,6.04,2017
Lampung,-5.0868,105.4189,2075,5.08,Rice,4.85,2024
West Papua,-2.1632,134.0151,3656,5.19,Sago,10.85,2019
Bangka-Belitung Islands,-2.9373,108.0587,2279,5.54,Pepper,1.09,2023
West Java,-6.8856,106.8855,3076,5.69,Rice,5.39,2020
Aceh,4.2424,96.5744,2480,6.18,Corn,4.4,2018
West Kalimantan,1.1208,112.102,3307,4.82,Rubber,0.9,2018
Bangka-Belitung Islands,-2.9771,108.1519,2346,5.5,Pepper,1.11,2024
Papua,-3.7459,140.2148,3463,5.16,Sago,11.75,2018
West Papua,-3.608,134.1249,3572,6.08,Rice,4.92,2022
North Kalimantan,3.202,116.5603,2313,5.44,Rice,4.2,2023
East Java,-8.1098,112.514,2071,5.7,Rice,4.11,2021
South Sulawesi,-2.153,120.4961,2214,6.38,Corn,4.14,2022
South Sumatra,-2.0429,104.8382,2224,5.46,Palm Oil,4.02,2017
Bangka-Belitung Islands,-2.0435,106.155,2196,5.52,Pepper,1.04,2022
West Java,-7.3779,108.1694,2718,5.08,Tea,1.54,2015
Central Kalimantan,-1.0746,113.1359,2696,5.52,Rubber,0.94,2021
Banten,-6.5082,106.3985,1967,5.96,Rice,4.97,2018
Central Sulawesi,-1.7932,120.0726,2263,5.38,Rice,4.41,2024
Bali,-8.4473,115.644,2132,5.66,Rice,5.15,2023
Riau,1.0841,102.2535,2513,5.37,Palm Oil,3.72,2015
West Kalimantan,0.3373,110.0229,2999,5.23,Rice,4.79,2023
Central Java,-7.2548,110.2442,3039,6.39,Corn,4.04,2023
South Sumatra,-2.3011,104.0156,2213,6.25,Rice,4.56,2015
North Kalimantan,3.4628,116.3071,2626,5.47,Palm Oil,3.73,2024
Jambi,-0.7667,103.0669,2435,4.94,Rubber,0.9,2015
West Papua,-0.0775,130.509,3854,5.39,Sago,9.02,2023
West Nusa Tenggara,-8.4281,118.231,1735,6.02,Corn,4.68,2024
West Sumatra,-0.3937,100.8799,2619,5.1,Cinnamon,0.75,2018
North Kalimantan,3.115,115.5897,2221,5.4,Rice,4.25,2017
West Java,-6.986,107.082,3189,4.86,Tea,1.8,2022
North Kalimantan,4.1698,117.5359,2741,4.81,Palm Oil,3.65,2017
Gorontalo,0.7324,122.5275,2669,6.26,Cashew,0.77,2017
East Kalimantan,-0.7725,117.5042,2759,5.13,Rubber,0.88,2015
North Sumatra,2.1526,100.1196,3005,5.59,Rubber,0.87,2020
Aceh,4.156,97.1098,2650,5.95,Coffee,1.29,2024
Special Region of Yogyakarta,-7.8128,110.1242,2515,5.97,Corn,3.85,2018
West Papua,-1.6373,132.9872,3262,5.57,Cassava,8.17,2018
Central Sulawesi,0.0739,119.9733,2435,5.45,Cocoa,1.81,2015
Gorontalo,0.6179,123.4791,2461,6.42,Corn,4.26,2019
Papua,-5.2183,140.4394,3294,5.8,Sweet Potato,11.65,2016
Central Java,-7.6847,109.8309,2964,6.35,Sugarcane,6.18,2016
East Java,-7.7785,111.5068,2340,6.04,Rice,4.65,2017
Jakarta Special Capital Region,-6.2081,106.8789,1542,5.81,Fruit,3.31,2017
East Java,-7.5716,112.3008,2556,5.5,Rice,5.31,2023
Special Region of Yogyakarta,-8.0449,110.6585,2850,6.26,Soybeans,2.36,2022
Riau,-0.001,101.1198,2881,5.21,Palm Oil,3.35,2015
Gorontalo,0.7249,122.0324,2434,5.77,Rice,4.4,2019
Central Sulawesi,-0.9591,119.658,2244,5.0,Rice,4.72,2023
North Sumatra,3.3015,98.6308,2872,5.27,Palm Oil,3.73,2015
North Kalimantan,4.1947,116.9571,2791,5.5,Rice,4.88,2024
Aceh,2.8633,95.8252,2413,6.1,Rice,4.87,2020
Special Region of Yogyakarta,-7.7468,110.2572,2405,6.71,Soybeans,2.07,2016
North Kalimantan,1.5066,115.0065,2585,5.13,Palm Oil,3.45,2016
South Sumatra,-4.0267,104.6734,2076,4.61,Palm Oil,3.8,2023
Bali,-8.7686,115.5708,2208,6.1,Rice,4.94,2022
North Kalimantan,4.2074,116.744,2794,5.18,Palm Oil,4.32,2020
West Sumatra,-2.6772,100.0602,2502,5.66,Rice,5.11,2020
West Sulawesi,-3.3826,119.1452,2631,5.64,Rice,3.63,2015
West Nusa Tenggara,-8.5464,116.8524,1684,5.63,Corn,4.44,2024
Special Region of Yogyakarta,-7.8273,110.4402,2602,6.0,Soybeans,2.24,2016
East Nusa Tenggara,-8.1531,124.5574,1391,4.8,Cassava,8.38,2024
Jakarta Special Capital Region,-6.1469,106.7953,1447,5.83,Fruit,3.31,2023
Central Java,-7.8902,111.0617,2577,6.08,Corn,4.13,2022
Aceh,4.8685,95.7897,2793,5.13,Rice,4.27,2019
Bangka-Belitung Islands,-2.6566,108.1001,1773,4.98,Rubber,0.87,2022
North Kalimantan,1.6027,114.8623,2929,4.72,Palm Oil,3.2,2018
Bali,-8.3653,114.8009,2181,6.17,Fruit,3.67,2015
Gorontalo,0.4912,122.0447,1888,6.49,Soybeans,2.19,2020
Bangka-Belitung Islands,-1.8902,105.8084,2275,5.86,Pepper,1.18,2016
Bangka-Belitung Islands,-2.4657,106.1766,2350,6.14,Pepper,1.02,2019
West Nusa Tenggara,-8.611,118.9829,1810,5.31,Rice,5.43,2021
Bali,-8.568,115.351,1905,5.98,Fruit,3.89,2016
East Kalimantan,-0.044,116.3164,2913,5.11,Rubber,0.91,2017
South Sulawesi,-2.7328,120.446,1740,5.83,Rice,4.36,2021
South Kalimantan,-3.3984,115.8889,2938,5.06,Palm Oil,4.13,2019
Special Region of Yogyakarta,-7.9976,110.7168,2868,6.65,Corn,4.31,2021
West Kalimantan,-0.6949,110.8517,2639,5.36,Palm Oil,3.34,2016
Riau,0.9346,101.8391,2314,5.25,Rubber,0.82,2018
Jakarta Special Capital Region,-6.2224,106.7623,1825,6.64,Urban Vegetables,4.46,2016
North Sulawesi,0.6585,123.8485,2400,5.0,Cloves,0.9,2020
East Nusa Tenggara,-9.3893,124.4435,1259,5.67,Rice,4.89,2019
East Kalimantan,-0.3058,116.8302,3003,5.36,Rice,4.77,2017
Gorontalo,0.8695,122.7699,2505,5.51,Rice,4.17,2016
East Kalimantan,-0.7547,115.8301,2872,5.06,Palm Oil,4.2,2017
South Sumatra,-4.177,104.6845,2236,5.47,Palm Oil,3.62,2016
West Nusa Tenggara,-8.2209,117.8096,1544,5.75,Corn,3.67,2021
Special Region of Yogyakarta,-7.9558,110.412,2736,6.95,Corn,3.87,2017
Bangka-Belitung Islands,-1.5679,105.7784,1897,6.21,Pepper,1.11,2023
South Sulawesi,-5.4853,119.472,2520,5.02,Cocoa,1.52,2024
South Kalimantan,-3.2695,114.6508,2840,4.94,Rubber,1.08,2020
Southeast Sulawesi,-3.5042,121.933,2086,5.18,Rice,4.61,2018
Riau,-0.2647,102.478,2564,6.65,Coconut,4.39,2021
West Papua,-2.1623,133.1404,3372,5.06,Sago,12.46,2021
North Maluku,0.3141,127.8712,2419,5.66,Nutmeg,0.78,2024
South Kalimantan,-4.0216,116.0546,2952,5.21,Rubber,0.9,2018
Riau,1.5242,100.6314,2476,4.71,Rubber,0.91,2024
Central Sulawesi,0.7614,120.8278,2500,5.99,Corn,4.63,2020
Gorontalo,0.5204,122.047,2352,5.76,Cashew,0.95,2021
Lampung,-4.8167,104.8988,2224,5.75,Coffee,1.48,2019
West Nusa Tenggara,-8.5431,118.4092,1818,5.86,Rice,4.77,2022
West Java,-7.0123,107.508,3072,6.05,Rice,5.33,2024
Central Sulawesi,-1.6805,121.3793,2521,5.0,Cocoa,1.7,2018
Central Sulawesi,-1.4062,122.1652,2660,6.24,Corn,3.87,2016
Riau,1.9019,101.7591,2529,4.93,Rubber,0.95,2023
North Maluku,0.4646,127.6659,2711,5.72,Nutmeg,1.01,2022
East Nusa Tenggara,-8.4132,120.9075,1231,5.73,Cassava,10.07,2018
Riau,-0.687,102.2735,2557,4.84,Rubber,1.04,2021
West Java,-6.9197,108.1028,2809,5.01,Tea,1.76,2022
